teamA,teamB,matchDate,matchVenue
Switzerland,Colombia,03 February 1991,"Orange Bowl, Miami"
Algeria,Morocco,03 April 1991,"Stade du 19 Mai 1956, Annaba"
Switzerland,Romania,03 April 1991,"Stade de la Maladière, Neuchatel"
Costa Rica,Guatemala,02 June 1991,SAN JOSE
Honduras,El Salvador,02 June 1991,SAN JOSE
Jamaica,Trinidad and Tobago,02 June 1991,KINGSTON
USA,Switzerland,02 February 1991,"Orange Bowl, Miami"
Bulgaria,Switzerland,01 May 1991,"Vasil Levski, Sofia"
Italy,Hungary,01 May 1991,SALERNO
Sweden,Austria,01 May 1991,"Rasunda, Solna"
Wales,Iceland,01 May 1991,"Ninian Park, Cardiff"
Germany,Belgium,01 May 1991,"Niedersachsenstadion, Hannover"
Yugoslavia,Denmark,01 May 1991,"Crvena Zvezda, Beograd"
Turkey,England,01 May 1991,"Ataturk, Izmir"
Australia,England,01 June 1991,"Sydney Football Stadium, Sydney"
USA,Republic of Ireland,01 June 1991,"Foxboro, Boston"
USA,Guatemala,01 July 1991,"Rose Bowl, Los Angeles"
Egypt,Cameroon,01 December 1991,"National, Cairo"
Yugoslavia,Austria,31 October 1990,"JNA Stadion, Belgrade"
Switzerland,Italy,31 March 1990,"St Jakob Park, Basel"
Korea DPR,Japan,31 July 1990,"Workers Stadium, Beijing"
United Arab Emirates,Egypt,31 January 1990,Abu Dhabi
Finland,Estonia,30 September 1990,KOTKA
Guatemala,USSR,30 November 1990,Estadio Nacional Mateo Flores
Italy,Greece,30 May 1990,Renato Curi PERUGIA
Austria,Netherlands,30 May 1990,"Praterstadion, Wien"
West Germany,Denmark,30 May 1990,Parkstadion GELSENKIRCHEN
Italy,Republic of Ireland,30 June 1990,"Olimpico, Roma"
Argentina,Yugoslavia,30 June 1990,"Comunale, Florence"
China PR,Japan,29 July 1990,"Workers Stadium, Beijing"
Portugal,West Germany,29 August 1990,LISBOA
USSR,Romania,29 August 1990,"Lenin, Moscow"
Finland,Czechoslovakia,29 August 1990,KUUSANKOSKI
Iran,Korea DPR,28 September 1990,"Xiannongtan, BEIJING"
Saudi Arabia,Japan,28 September 1990,"Fengtai Sport Centre, Beijing"
Finland,Japan,28 May 1990,JAMSANKOSKI
United Arab Emirates,Hungary,28 May 1990,"Costieres, Nimes"
England,Brazil,28 March 1990,Wembley Stadium
Hungary,France,28 March 1990,"Nepstadion, Budapest"
Republic of Ireland,Wales,28 March 1990,"Lansdowne Road, Dublin"
Spain,Austria,28 March 1990,"La Rosaleda, Malaga"
Scotland,Argentina,28 March 1990,"Hampden Park, Glasgow"
USSR,Netherlands,28 March 1990,Dinamo Stadium KYIV
Egypt,Romania,28 March 1990,CAIRO
Greece,Israel,28 March 1990,Athens
France,West Germany,28 February 1990,"Stade De La Mosson, Montpellier"
Egypt,Austria,28 February 1990,CAIRO
Ecuador,Uruguay,27 September 1990,ASUNCION
Sweden,Finland,27 May 1990,"Rasunda, Solna"
Turkey,Republic of Ireland,27 May 1990,Kemal Ataturk IZMIR
England,Belgium,27 June 1990,"Renato Dall'Ara, Bologna"
Korea Republic,Japan,27 July 1990,"Workers Stadium, Beijing"
Czechoslovakia,Iceland,26 September 1990,Vsesportovy areal
Sweden,Bulgaria,26 September 1990,"Rasunda, Solna"
Italy,Netherlands,26 September 1990,La Favorita PALERMO
West Germany,Czechoslovakia,26 May 1990,"Rheinstadion, Dusseldorf"
Egypt,Colombia,26 May 1990,"National, Cairo"
Belgium,Romania,26 May 1990,"King Baudouin Stadium, Brussels"
Spain,Yugoslavia,26 June 1990,Marcantonop Bentegodi VERONA
Iraq,Bahrain,26 February 1990,F & P KUWAIT
Italy,Uruguay,25 June 1990,"Olimpico, Roma"
Republic of Ireland,Romania,25 June 1990,"Luigi Ferraris, Genoa"
United Arab Emirates,Egypt,25 January 1990,Abu Dhabi
England,Czechoslovakia,25 April 1990,Wembley Stadium
Sweden,Wales,25 April 1990,"Rasunda, Solna"
West Germany,Uruguay,25 April 1990,"Neckarstadion, Stuttgart"
Republic of Ireland,USSR,25 April 1990,"Lansdowne Road, Dublin"
Israel,Romania,25 April 1990,HAIFA
West Germany,Netherlands,24 June 1990,Giuseppe Meazza MILAN
Brazil,Argentina,24 June 1990,Delle Alpi
USA,USSR,24 February 1990,PALO ALTO
Trinidad and Tobago,USSR,23 November 1990,PORT OF SPAIN
Sweden,Japan,23 May 1990,"Nya Ullevi, Goteborg"
Cameroon,Colombia,23 June 1990,"San Paolo, Naples"
Czechoslovakia,Costa Rica,23 June 1990,"Comunale, Bari"
England,Uruguay,22 May 1990,Wembley Stadium
Israel,Argentina,22 May 1990,"Ramat Gan Stadium, Tel Aviv"
Costa Rica,USSR,22 February 1990,LOS ANGELES
United Arab Emirates,Oman,22 February 1990,F & P KUWAIT
USA,Colombia,22 April 1990,"Orange Bowl, Miami"
USA,USSR,21 November 1990,PORT OF SPAIN
Netherlands,Greece,21 November 1990,"de Kuip Feyenoord, Rotterdam"
Romania,Egypt,21 May 1990,Steaua BUCURESTI
Korea Republic,Uruguay,21 June 1990,"Stadio Friuli, Udine"
England,Egypt,21 June 1990,"Sant'Elia, Cagliari"
Belgium,Spain,21 June 1990,Marcantonop Bentegodi VERONA
Republic of Ireland,Netherlands,21 June 1990,Della Favorita PALERMO
Spain,Czechoslovakia,21 February 1990,"La Rosaleda, Malaga"
Belgium,Sweden,21 February 1990,"King Baudouin Stadium, Brussels"
Netherlands,Italy,21 February 1990,"de Kuip Feyenoord, Rotterdam"
Morocco,Ivory Coast,21 February 1990,Casablanca
Austria,Switzerland,21 August 1990,"Praterstadion, Wien"
Wales,Costa Rica,20 May 1990,"Ninian Park, Cardiff"
Mexico,Uruguay,20 March 1990,LOS ANGELES
Hungary,USA,20 March 1990,BUDAPEST
Sweden,Costa Rica,20 June 1990,"Luigi Ferraris, Genoa"
Brazil,Scotland,20 June 1990,Delle Alpi
Colombia,USSR,20 February 1990,LOS ANGELES
Portugal,USA,20 December 1990,Maia PORTO
Spain,Brazil,19 May 1990,MADRID
Yugoslavia,Spain,19 May 1990,"Central Stadion, Ljubljana"
Yugoslavia,United Arab Emirates,19 June 1990,"Renato Dall'Ara, Bologna"
Italy,Czechoslovakia,19 June 1990,"Olimpico, Roma"
West Germany,Colombia,19 June 1990,Giuseppe Meazza MILAN
Austria,USA,19 June 1990,"Comunale, Florence"
Germany,Switzerland,19 December 1990,"Neckarstadion, Stuttgart"
Trinidad and Tobago,USA,18 November 1990,PORT OF SPAIN
Northern Ireland,Uruguay,18 May 1990,Windsor Park
Argentina,Romania,18 June 1990,"San Paolo, Naples"
Cameroon,USSR,18 June 1990,"Comunale, Bari"
Egypt,Korea Republic,18 February 1990,"Cairo International Stadium, Cairo"
Northern Ireland,Denmark,17 October 1990,Windsor Park
Romania,Bulgaria,17 October 1990,Steaua BUCURESTI
Hungary,Italy,17 October 1990,"Nepstadion, Budapest"
Republic of Ireland,Turkey,17 October 1990,"Lansdowne Road, Dublin"
Scotland,Switzerland,17 October 1990,"Hampden Park, Glasgow"
Portugal,Netherlands,17 October 1990,"Estadio das Antas, Porto"
Wales,Belgium,17 October 1990,"Cardiff Arms Park, Cardiff"
Korea Republic,Spain,17 June 1990,"Stadio Friuli, Udine"
Belgium,Uruguay,17 June 1990,Marcantonop Bentegodi VERONA
Republic of Ireland,Egypt,17 June 1990,Della Favorita PALERMO
Mexico,Argentina,17 January 1990,LOS ANGELES
Greece,Belgium,17 January 1990,Athens
Mexico,Argentina,17 February 1990,LOS ANGELES
United Arab Emirates,Sweden,17 February 1990,"Al Nasr Club, Dubai"
Mexico,Colombia,17 April 1990,LOS ANGELES
Republic of Ireland,Finland,16 May 1990,"Lansdowne Road, Dublin"
Scotland,Egypt,16 May 1990,"Hampden Park, Glasgow"
England,Netherlands,16 June 1990,Sant'Elia
Sweden,Scotland,16 June 1990,"Luigi Ferraris, Genoa"
Brazil,Costa Rica,16 June 1990,Delle Alpi
USA,Trinidad and Tobago,15 September 1990,HIGH POINT
England,Denmark,15 May 1990,Wembley Stadium
Israel,USSR,15 May 1990,"Ramat Gan Stadium, Tel Aviv"
West Germany,United Arab Emirates,15 June 1990,Giuseppe Meazza MILAN
Austria,Czechoslovakia,15 June 1990,"Comunale, Florence"
Iraq,Korea Republic,15 February 1990,"Al Shaab, Baghdad"
Bulgaria,Scotland,14 November 1990,"Vasil Levski, Sofia"
Czechoslovakia,Spain,14 November 1990,Strahov PRAHA
Austria,Northern Ireland,14 November 1990,"Praterstadion, Wien"
Republic of Ireland,England,14 November 1990,"Lansdowne Road, Dublin"
Denmark,Yugoslavia,14 November 1990,"Idraetsparken, Copenhagen"
Yugoslavia,Colombia,14 June 1990,"Renato Dall'Ara, Bologna"
Italy,USA,14 June 1990,"Olimpico, Roma"
Cameroon,Romania,14 June 1990,"Comunale, Bari"
Guatemala,Argentina,14 January 1990,Estadio Nacional Mateo Flores
Egypt,Denmark,14 February 1990,Nasser CAIRO
United Arab Emirates,Sweden,14 February 1990,"Al Nasr Club, Dubai"
France,Czechoslovakia,13 October 1990,"Parc Des Princes, Paris"
Canada,Mexico,13 May 1990,"BC Place Stadium, Vancouver"
Uruguay,Spain,13 June 1990,"Stadio Friuli, Udine"
Argentina,USSR,13 June 1990,"San Paolo, Naples"
Northern Ireland,Yugoslavia,12 September 1990,Windsor Park
England,Hungary,12 September 1990,Wembley Stadium
Switzerland,Bulgaria,12 September 1990,"Stade des Charmilles, Geneva"
Finland,Portugal,12 September 1990,"Olympiastadion, Helsinski"
Scotland,Romania,12 September 1990,"Hampden Park, Glasgow"
Spain,Brazil,12 September 1990,El Molinon GIJON
Republic of Ireland,Morocco,12 September 1990,"Dalymount Park, Dublin"
Belgium,Korea Republic,12 June 1990,Marcantonop Bentegodi VERONA
Netherlands,Egypt,12 June 1990,Della Favorita PALERMO
Bahrain,Denmark,12 February 1990,MANAMA BAHRAIN
United Arab Emirates,Finland,12 February 1990,DUBAI
Brazil,Mexico,12 December 1990,LOS ANGELES
Denmark,Wales,11 September 1990,"Idraetsparken, Copenhagen"
Tunisia,Finland,11 November 1990,"Stade Olympique d'El Menzah, Tunis"
England,Republic of Ireland,11 June 1990,"Sant'Elia, Cagliari"
Costa Rica,Scotland,11 June 1990,"Luigi Ferraris, Genoa"
Algeria,England,11 December 1990,"Stade du 5 Juillet 1962, Algiers"
Algeria,Sweden,11 April 1990,"Stade du 5 Juillet 1962, Algiers"
Austria,Hungary,11 April 1990,Lehner SALZBURG
Denmark,Turkey,11 April 1990,"Idraetsparken, Copenhagen"
Sweden,West Germany,10 October 1990,"Rasunda, Solna"
Spain,Iceland,10 October 1990,"Benito Villamarin, Seville"
Greece,Egypt,10 October 1990,Athens
USA,Mexico,10 May 1990,"Stade Swangard, Burnaby"
USA,Finland,10 March 1990,TAMPA BAY
West Germany,Yugoslavia,10 June 1990,Giuseppe Meazza MILAN
Brazil,Sweden,10 June 1990,Delle Alpi
USA,Czechoslovakia,10 June 1990,"Comunale, Florence"
Korea Republic,Australia,09 September 1990,Kudok PUSAN
USSR,Israel,09 October 1990,"Lenin, Moscow"
Morocco,United Arab Emirates,09 May 1990,Casablanca
United Arab Emirates,Colombia,09 June 1990,"Renato Dall'Ara, Bologna"
Italy,Austria,09 June 1990,"Olimpico, Roma"
USSR,Romania,09 June 1990,"Comunale, Bari"
United Arab Emirates,Denmark,09 February 1990,DUBAI
Tunisia,Morocco,09 August 1990,"Stade Olympique d'El Menzah, Tunis"
Switzerland,Argentina,08 May 1990,"Stade de Suisse, Berne"
Algeria,Egypt,08 March 1990,"Stade du 5 Juillet 1962, Algiers"
Argentina,Cameroon,08 June 1990,Giuseppe Meazza MILAN
Germany,Argentina,08 July 1990,"Olimpico, Roma"
Iraq,Denmark,08 February 1990,BAGHDAD
USA,Iceland,08 April 1990,"ST LOUIS, U.S.A."
Italy,England,07 July 1990,"Comunale, Bari"
Korea Republic,Australia,06 September 1990,"Dongdaemun Stadium, Seoul"
Iran,Korea DPR,06 October 1990,"Workers Stadium, Beijing"
Canada,USA,06 May 1990,"Stade Swangard, Burnaby"
Iceland,France,05 September 1990,"Laugardalsvollur, Reykyavik"
Hungary,Turkey,05 September 1990,BUDAPEST
Sweden,Denmark,05 September 1990,Arosvallen VASTERAS
Brazil,Bulgaria,05 May 1990,Brinco de Ouro
Algeria,Ivory Coast,05 March 1990,"Stade du 5 Juillet 1962, Algiers"
Bahrain,United Arab Emirates,05 March 1990,F & P KUWAIT
Iraq,Denmark,05 February 1990,BAGHDAD
United Arab Emirates,Denmark,05 February 1990,"Al Shabab, Dubai"
Germany,England,04 July 1990,Delle Alpi
Algeria,Romania,04 February 1990,"Stade du 5 Juillet 1962, Algiers"
USA,Colombia,04 February 1990,"Orange Bowl, Miami"
Uruguay,Costa Rica,04 February 1990,"Orange Bowl, Miami"
Czechoslovakia,Egypt,04 April 1990,"Za Luzankami, Brno"
Korea Republic,Iran,03 October 1990,"Workers Stadium, Beijing"
Italy,USSR,03 November 1990,"Olimpico, Roma"
Austria,Argentina,03 May 1990,"Praterstadion, Wien"
Cameroon,Zambia,03 March 1990,"Stade du 19 Mai 1956, Annaba"
United Arab Emirates,Iraq,03 March 1990,F & P KUWAIT
Yugoslavia,Netherlands,03 June 1990,"Maksimir, Zagreb"
Italy,Argentina,03 July 1990,"Olimpico, Roma"
Costa Rica,Cuba,03 December 1990,"Bombonera, Estadio Nemesio Diez, Toluca"
Mexico,Venezuela,03 December 1990,"Bombonera, Estadio Nemesio Diez, Toluca"
Switzerland,Romania,03 April 1990,"Herti Allmend Stadion, Zug"
Ivory Coast,Egypt,02 March 1990,"Stade du 5 Juillet 1962, Algiers"
Tunisia,England,02 June 1990,"Stade Olympique d'El Menzah, Tunis"
Hungary,Colombia,02 June 1990,"Nepstadion, Budapest"
Belgium,Mexico,02 June 1990,"King Baudouin Stadium, Brussels"
Switzerland,USA,02 June 1990,"Espenmoos, St Gallen"
Uruguay,Colombia,02 February 1990,"Orange Bowl, Miami"
USA,Costa Rica,02 February 1990,"Orange Bowl, Miami"
Iran,Japan,01 October 1990,"Fengtai Sport Centre, Beijing"
Bahrain,Oman,01 March 1990,F & P KUWAIT
England,Cameroon,01 July 1990,"San Paolo, Naples"
West Germany,Czechoslovakia,01 July 1990,Giuseppe Meazza MILAN
Costa Rica,Venezuela,01 December 1990,SAN JOSE
Mexico,Trinidad and Tobago,01 December 1990,MEXICO CITY
Finland,Netherlands,31 May 1989,"Olympiastadion, Helsinski"
USSR,Iceland,31 May 1989,"Lenin, Moscow"
Sweden,Algeria,31 May 1989,Eyravallen OREBRO
Wales,West Germany,31 May 1989,"Cardiff Arms Park, Cardiff"
Portugal,Romania,31 August 1989,SETUBAL
Israel,Colombia,30 October 1989,"Ramat Gan Stadium, Tel Aviv"
Venezuela,Paraguay,30 March 1989,MATURIN
Venezuela,Brazil,30 July 1989,Brigido Iriarte
USA,Costa Rica,30 April 1989,FENTON MONTANA
Hungary,Egypt,29 October 1989,BUDAPEST
Egypt,Tunisia,29 May 1989,CAIRO
Romania,Italy,29 March 1989,Municipal SIBIU
Greece,Turkey,29 March 1989,Athens
France,Yugoslavia,29 April 1989,"Parc Des Princes, Paris"
Belgium,Czechoslovakia,29 April 1989,"King Baudouin Stadium, Brussels"
Belgium,Yugoslavia,27 May 1989,"King Baudouin Stadium, Brussels"
Scotland,England,27 May 1989,"Hampden Park, Glasgow"
Colombia,Haiti,27 June 1989,"Orange Bowl, Miami"
Iraq,Oman,27 January 1989,"Al Shaab, Baghdad"
Tunisia,Zambia,27 August 1989,"Stade Olympique d'El Menzah, Tunis"
Peru,Uruguay,27 August 1989,"Nacional, Lima"
Paraguay,Colombia,27 August 1989,"Los Defensores Del Chaco, Asuncion"
El Salvador,Guatemala,26 November 1989,SAN SALVADOR
Venezuela,Paraguay,26 March 1989,CARACAS
Korea Republic,Czechoslovakia,26 June 1989,"Olympic Stadium, Seoul"
Bulgaria,Denmark,26 April 1989,"Vasil Levski, Sofia"
Wales,Sweden,26 April 1989,"Racecourse Ground, Wrexham"
Republic of Ireland,Spain,26 April 1989,"Lansdowne Road, Dublin"
Portugal,Switzerland,26 April 1989,"Estadio da Luz, Lisbon"
Italy,Hungary,26 April 1989,E.Iacovone TARANTO
Netherlands,West Germany,26 April 1989,"de Kuip Feyenoord, Rotterdam"
Greece,Romania,26 April 1989,Athens
Czechoslovakia,Switzerland,25 October 1989,Sparta PRAHA
Trinidad and Tobago,Finland,25 October 1989,PORT OF SPAIN
Hungary,Greece,25 October 1989,Epitok BUDAPEST
Turkey,Austria,25 October 1989,"Besiktas Inonu Stadyumu, Istanbul"
Bolivia,Paraguay,25 May 1989,"Estadio Felix Capriles, Cochabamba"
Austria,Italy,25 March 1989,"Praterstadion, Wien"
Korea DPR,Japan,25 June 1989,"Yanggakdo Stadium, Pyongyang"
Venezuela,Peru,25 June 1989,SAN CRISTOBAL
Zambia,Morocco,25 June 1989,"7 April, Lusaka"
Greece,Portugal,25 January 1989,"Olympic Stadium, Athens"
Algeria,Ivory Coast,25 August 1989,Ammana
Ecuador,Paraguay,24 September 1989,Monumental
Uruguay,Peru,24 September 1989,"Estadio Centenario, Montevideo"
Hungary,Egypt,24 October 1989,"Nepstadion, Budapest"
Peru,Brazil,24 May 1989,"Nacional, Lima"
Morocco,Algeria,24 May 1989,Casablanca
USA,Colombia,24 June 1989,"Orange Bowl, Miami"
Ecuador,Uruguay,23 May 1989,"Estadio Olimpico Atahualpa, Quito"
Trinidad and Tobago,Paraguay,23 March 1989,Arima PORT OF SPAIN
Brazil,Japan,23 July 1989,"Sao Januario, Rio de Janeiro"
Guatemala,Costa Rica,23 February 1989,"Coliseum Stadium, Los Angeles"
Mexico,El Salvador,23 February 1989,"Coliseum Stadium, Los Angeles"
Cameroon,West Germany,23 December 1989,YAOUNDE
Austria,Iceland,23 August 1989,Lehner SALZBURG
Finland,Yugoslavia,23 August 1989,KUOPIO
Belgium,Denmark,23 August 1989,"Jan-Breydel Stadium, Bruges"
Trinidad and Tobago,Finland,22 October 1989,PORT OF SPAIN
Bulgaria,West Germany,22 March 1989,"Vasil Levski, Sofia"
Algeria,Morocco,22 March 1989,"Stade du 5 Juillet 1962, Algiers"
Netherlands,USSR,22 March 1989,"Philips Stadium, Eindhoven"
Morocco,Canada,22 July 1989,Casablanca
Iran,China PR,22 July 1989,"Azadi Stadium, Tehran"
Tunisia,Morocco,22 January 1989,"Stade Olympique d'El Menzah, Tunis"
Italy,Denmark,22 February 1989,"Arena Garibaldi, Pisa"
Italy,Uruguay,22 April 1989,Bentegodi VERONA
Hong Kong,Japan,21 May 1989,"Mong Kok Stadium, Hong Kong"
Switzerland,Brazil,21 June 1989,"St Jakob Park, Basel"
Bulgaria,USSR,21 February 1989,"Vasil Levski, Sofia"
Mexico,Guatemala,21 February 1989,"Coliseum Stadium, Los Angeles"
Italy,Argentina,21 December 1989,"Sant'Elia, Cagliari"
Yugoslavia,Greece,20 September 1989,Vojvodina NOVI SAD
Switzerland,Portugal,20 September 1989,"Stade de la Maladière, Neuchatel"
Iceland,Turkey,20 September 1989,"Laugardalsvollur, Reykyavik"
Italy,Bulgaria,20 September 1989,Dino Manuzzi CESENA
Peru,Ecuador,20 June 1989,PORT OF SPAIN
Iran,Japan,20 January 1989,"Azadi Stadium, Tehran"
Cameroon,West Germany,20 December 1989,YAOUNDE
Netherlands,Brazil,20 December 1989,"de Kuip Feyenoord, Rotterdam"
Brazil,Venezuela,20 August 1989,"Morumbi, Sao Paulo"
Colombia,Ecuador,20 August 1989,"Metropolitano Roberto Melendez, Barranquilla"
Guatemala,Trinidad and Tobago,20 August 1989,Estadio Nacional Mateo Flores
Bolivia,Peru,20 August 1989,"Estadio Hernando Siles, La Paz"
Tunisia,Cameroon,19 November 1989,"Stade Olympique d'El Menzah, Tunis"
Trinidad and Tobago,USA,19 November 1989,"Queens Park Oval, Port of Spain"
Guatemala,El Salvador,19 November 1989,Estadio Nacional Mateo Flores
Iceland,England,19 May 1989,"Laugardalsvollur, Reykyavik"
Israel,Australia,19 March 1989,"Ramat Gan Stadium, Tel Aviv"
Trinidad and Tobago,Paraguay,19 March 1989,PORT OF SPAIN
Guatemala,Costa Rica,19 March 1989,Estadio Nacional Mateo Flores
USA,Hungary,19 June 1989,TAEJON
Peru,Venezuela,18 May 1989,LIMA
Japan,Hong Kong,18 June 1989,"Universiade Memorial Stadium, Kobe"
Denmark,Brazil,18 June 1989,"Idraetsparken, Copenhagen"
Colombia,Paraguay,17 September 1989,"Metropolitano Roberto Melendez, Barranquilla"
El Salvador,USA,17 September 1989,"Estadio Nacional, Tegucigalpa"
Uruguay,Bolivia,17 September 1989,"Estadio Centenario, Montevideo"
Egypt,Algeria,17 November 1989,"National, Cairo"
Romania,Bulgaria,17 May 1989,Steaua BUCURESTI
Denmark,Greece,17 May 1989,"Idraetsparken, Copenhagen"
USA,Guatemala,17 June 1989,NEW BRITAIN
Korea Republic,Egypt,16 September 1989,"Olympic Stadium, Seoul"
Trinidad and Tobago,Peru,16 June 1989,PORT OF SPAIN
Sweden,Brazil,16 June 1989,"Idraetsparken, Copenhagen"
Egypt,Tunisia,16 June 1989,CAIRO
Argentina,Paraguay,16 July 1989,"Maracana, Rio de Janeiro"
Brazil,Uruguay,16 July 1989,"Maracana, Rio de Janeiro"
Sweden,France,16 August 1989,"Stadion Malmo, Malmo"
Australia,Israel,16 April 1989,Sydney FC SYDNEY
Costa Rica,USA,16 April 1989,SAN JOSE
Colombia,Israel,15 October 1989,"Metropolitano Roberto Melendez, Barranquilla"
England,Italy,15 November 1989,Wembley Stadium
Romania,Denmark,15 November 1989,Steaua BUCURESTI
West Germany,Wales,15 November 1989,"Mungersdorferstadion, Cologne"
USSR,Turkey,15 November 1989,Lokomotiv SIMFEROPOL
Spain,Hungary,15 November 1989,"Estadio Sanchez Pizjuan, Sevilla"
Portugal,Czechoslovakia,15 November 1989,"Estadio da Luz, Lisbon"
Netherlands,Finland,15 November 1989,"de Kuip Feyenoord, Rotterdam"
Greece,Bulgaria,15 November 1989,Athens
Paraguay,Peru,15 May 1989,ASUNCION
Tunisia,Egypt,15 March 1989,"Stade Chedly Zouiten, Tunis"
Brazil,Ecuador,15 March 1989,G Jose Fragelli
China PR,Iran,15 July 1989,SHENYANG
Portugal,Belgium,15 February 1989,"Estadio da Luz, Lisbon"
Italy,Brazil,14 October 1989,"Renato Dall'Ara, Bologna"
Brazil,Yugoslavia,14 November 1989,de Almeida Filho
Iceland,Austria,14 June 1989,"Laugardalsvollur, Reykyavik"
Denmark,Sweden,14 June 1989,"Idraetsparken, Copenhagen"
Uruguay,Bolivia,14 June 1989,"Estadio Centenario, Montevideo"
Argentina,Uruguay,14 July 1989,"Maracana, Rio de Janeiro"
Brazil,Paraguay,14 July 1989,"Maracana, Rio de Janeiro"
Japan,China PR,13 May 1989,OKAYAMA
USA,Trinidad and Tobago,13 May 1989,"Murdock, Torence"
Egypt,Finland,13 January 1989,"National, Cairo"
England,Yugoslavia,13 December 1989,Wembley Stadium
Spain,Switzerland,13 December 1989,SANTA CRUZ TENERIFE
Morocco,Tunisia,13 August 1989,"Stade Mohammed V, Rabat"
USA,Korea Republic,13 August 1989,"Coliseum Stadium, Los Angeles"
Ecuador,Argentina,13 April 1989,Monumental
Jamaica,Paraguay,12 March 1989,KINGSTON
Australia,New Zealand,12 March 1989,"Football Stadium, Sydney"
Brazil,Argentina,12 July 1989,"Maracana, Rio de Janeiro"
Uruguay,Paraguay,12 July 1989,"Maracana, Rio de Janeiro"
Algeria,Denmark,12 February 1989,Ta'Qali National Stadium
Brazil,Paraguay,12 April 1989,Alberto Silva
